emp_no,first_name,second_name,department,wage,project_completion_rate
5175,John,Graham,HR,88182.04,62.84619
5176,Matthew,Murray,Research,70274.92,66.56296
5177,Jessica,Wood,IT,34852.57,51.99849
5178,Rebecca,Sullivan,Testing,38982,29.07826
5179,Paul,Owen,IT,58690.07,73.80529
5180,Brandon,Medina,HR,68045.62,42.45100
5181,Michael,Randall,HR,4302.74,55.61835
5182,Laura,Mccoy,Sales,67145.35,31.50223
5183,Jordan,Stevens,Testing,58022.16,57.94554
5184,Karen,Andrews,HR,42848.1,64.42600
5185,Stephanie,Ray,Research,46907.69,35.80787
5186,Jamie,Garcia,IT,55888.82,60.23459
5187,Robert,Henderson,Research,91908.25,57.55612
5188,Belinda,Kirk,Sales,26831.39,56.29382
5189,Edward,Barton,Research,34938.92,37.49409
5190,David,Smith,IT,23877.56,49.36848
5191,Randy,Elliott,HR,50197.17,55.56214
5192,Paula,Miller,Sales,28877.66,45.47598
5193,Tracy,Hendrix,Research,11868.66,58.17079
5194,Michelle,Gonzalez,Testing,93993.14,44.56564
5195,Tracy,Jones,HR,26764.57,42.68274
5196,Dr.,Brian,Research,24593.28,30.45533
5197,Paul,Miller,IT,69015.76,68.03790
5198,Colton,Walker,IT,15366.58,55.67268
5199,Brandon,Bartlett,Testing,73718.19,66.19269
5200,Amy,Mitchell,IT,87109.04,44.57341
5201,Mitchell,Mercado,Sales,47483.98,51.13338
5202,Scott,Irwin,HR,47883.91,51.75830
5203,Jo,Fletcher,IT,40507.73,57.33326
5204,Jason,Gallegos,Testing,62102.52,44.66622
5205,Jacqueline,Ferrell,Sales,42602.08,55.92806
5206,Kayla,Davis,HR,60156.58,46.66947
5207,Paul,Murray,HR,51882.66,61.43383
5208,Whitney,Brown,Testing,88414.71,47.99932
5209,Roger,Cook,Sales,22394.05,37.45396
5210,Cynthia,Reynolds,IT,38390.09,79.63839
5211,Gwendolyn,Kaufman,Sales,10906.59,50.08188
5212,Erika,Woodward,Sales,19012.16,62.95546
5213,Timothy,Williams,IT,85188.74,48.24437
5214,Kyle,Pugh,Research,36546.2,34.45226
5215,Colin,Mann,HR,40176.19,54.93313
5216,Teresa,Weber,HR,58834.52,59.44063
5217,Brendan,Hamilton,HR,64769.96,41.52466
5218,Wendy,Ferguson,Sales,96409.49,42.16135
5219,Julie,Jones,IT,59632.38,49.73152
5220,Sherry,Guerra,HR,3656.09,43.67531
5221,Timothy,Young,Testing,22235,53.29426
5222,Juan,George,HR,37964.15,42.66715
5223,Scott,Roberts,IT,2856.15,42.83623
5224,John,Colon,HR,18821.23,48.54332
5225,Sergio,Kelley,IT,83063.35,41.05251
5226,Anna,Bryant,HR,95489.68,40.41064
5227,Dominic,Dorsey,Testing,63874.28,59.79373
5228,Karina,Fernandez,Sales,27807.24,48.91641
5229,William,Roberts,IT,43123.85,54.21795
5230,Morgan,Harris,Testing,9317.41,52.74246
5231,Patricia,Barnes,IT,74870.48,48.65799
5232,Christina,Berger,Sales,44824.93,49.05415
5233,James,Chang,Research,84357.36,55.42280
5234,Paul,Holmes,Sales,95680.41,54.18156
5235,Sarah,Mueller,IT,39823.19,57.58459
5236,Brett,Brady,Research,19505,55.75664
5237,James,Schneider,Testing,27261.19,46.75610
5238,Lisa,Taylor,Research,26078.11,56.48687
5239,Ryan,Mcdonald,Testing,17196.25,44.09499
5240,Kyle,Reid,IT,65740.48,42.13320
5241,Fred,Green,HR,75041.24,63.36356
5242,Jordan,Rogers,Sales,34126.51,65.23143
5243,Amanda,Miller,HR,68708.11,35.13734
5244,Brian,Reed,Research,90117.95,52.84460
5245,Cory,Barrett,IT,52957.12,62.23839
5246,Stephanie,Horton,IT,98618.98,39.63408
5247,Mariah,Huerta,Testing,74421.15,37.25640
5248,Nathaniel,Garcia,IT,78778.4,34.80836
5249,Michael,Collins,HR,37454.93,56.74717
5250,Brad,Yates,IT,47905.49,48.33980
5251,Stephanie,Evans,HR,83096.88,44.01724
5252,Amy,Rivera,Testing,95352.82,46.11298
5253,Bryan,Porter,IT,4692.72,45.12046
5254,Heather,Beard,Sales,83369.04,45.48012
5255,Thomas,Martinez,Research,76621.93,49.99540
5256,Allison,Roberts,Sales,46262.85,50.68941
5257,James,Peck,Sales,3009.55,42.23904
5258,Dana,Dennis,Research,51270.38,60.40801
5259,Barbara,Smith,HR,53968.11,69.18512
5260,Jeffrey,Prince,HR,77977.64,62.99811
5261,Jordan,Larson,IT,96836.56,47.30550
5262,Frances,Berger,HR,63829.02,47.10159
5263,Richard,Cruz,Testing,73799.13,44.35048
5264,Terri,Adkins,Sales,815.74,49.74387
5265,Charles,Harrison,IT,4127.15,53.51897
5266,Jacob,Garrison,Testing,65321.56,44.52033
5267,Lori,Hansen,Sales,19798.95,55.19772
5268,Joseph,Monroe,Testing,87052.65,62.78998
5269,Allen,Bowman,HR,55892.75,46.68297
5270,Frances,Williams,IT,34968.06,35.59082
5271,Trevor,Kerr,HR,25395.94,60.58971
5272,Roy,Riley,Research,23508.41,42.43839
5273,Regina,Jones,Testing,33479.38,59.80639
5274,Angel,Wells,Research,25175.21,43.24652
5275,Gregory,Rodriguez,IT,44955.66,53.09081
5276,Tony,Robinson,Testing,52756.8,46.89533
5277,Chloe,Nichols,HR,98797.66,69.36114
5278,Amanda,Burch,Testing,51286.57,47.41591
5279,Amy,Warner,HR,3956.9,50.41542
5280,Amy,Smith,IT,90800.06,46.76176
5281,Mia,Higgins,Sales,33726.55,38.67395
5282,Jon,Mcdowell,Research,66187.05,65.94120
5283,Brandon,Schneider,Sales,42736.92,54.65312
5284,Mary,Cruz,Research,82820.88,43.78690
5285,Lisa,Wagner,Testing,29310.46,63.99659
5286,Yvonne,Allen,Sales,70906.15,32.73039
5287,Jonathan,Pope,HR,53250.18,45.19093
5288,Charles,Mcdaniel,Sales,83361.1,33.52571
5289,Richard,Holloway,Research,56194.42,38.76081
5290,James,Schmidt,Testing,93443.81,64.16703
5291,Philip,Richardson,Sales,58814.33,54.05237
5292,Brad,Williams,HR,8463.85,53.97352
5293,Christina,Kennedy,HR,84841.2,63.90928
5294,Travis,Murphy,IT,13270.73,36.20089
5295,Walter,Dennis,Testing,41263.63,43.47310
5296,Latoya,Thompson,Testing,5234.69,58.95099
5297,Wesley,Gardner,Sales,27503.85,42.07532
5298,Kimberly,Collins,Sales,4433.64,64.43482
5299,Amy,Thompson,IT,87559.83,54.24277
5300,Kevin,Thomas,Sales,74247.31,48.64392
5301,Terry,Gonzalez,Sales,6641.89,30.21015
5302,Gwendolyn,Russo,IT,58144.74,46.89859
5303,Andrew,Williams,HR,85555.74,39.30200
5304,Tina,Brooks,IT,22443.87,44.58483
5305,George,White,Sales,12244.58,44.89464
5306,Todd,Warren,Testing,92637.87,60.99293
5307,Keith,Shaffer,Sales,61200.55,45.22223
5308,Nicholas,Martinez,Sales,70683.4,40.33129
5309,Robert,Gonzalez,HR,53413.12,47.95740
5310,Anne,Hodge,HR,97469.97,43.63815
5311,Richard,Pollard,HR,40511.94,58.43804
5312,Krystal,Brewer,Testing,95602.95,51.33829
5313,Mrs.,Deborah,IT,35585.73,55.74990
5314,Cathy,Farrell,IT,1037.37,26.38126
5315,Russell,James,Testing,14198.06,61.34661
5316,Felicia,Taylor,Testing,59959.9,37.90604
5317,Kyle,Fuentes,Research,10300.95,40.32880
5318,Oscar,Phelps,HR,31773.69,62.39653
5319,Amanda,Harrison,Sales,85257.2,58.78530
5320,Carla,Hernandez,Research,44433.36,38.28201
5321,Joseph,Schultz,Testing,70941.56,48.91096
5322,Molly,Rasmussen,HR,37754.18,58.56728
5323,Mr.,Dalton,HR,54220.61,51.80399
5324,Julia,Vaughan,Research,12959.52,62.68140
5325,Deanna,Abbott,Testing,8212.11,48.39518
5326,Kenneth,Cowan,IT,76271.42,30.58905
5327,Jim,Garcia,HR,63689.54,67.83058
5328,Keith,White,Testing,31742.57,52.99647
5329,Matthew,Thomas,IT,48852.81,54.16006
5330,Kevin,Barker,IT,46030.94,56.00583
5331,Dillon,Williamson,IT,71302.82,60.90887
5332,Mary,Dougherty,HR,8228.94,40.17933
5333,Evan,Lopez,Research,7723.25,40.43853
5334,Toni,Rodriguez,Testing,10407.14,42.01098
5335,Monica,Wiggins,IT,95652.46,36.66887
5336,Dr.,Jeffery,HR,2475.63,51.15625
5337,Christian,Shaw,HR,58124.47,50.78319
5338,Shawn,Adkins,Testing,56142.52,42.93519
5339,Brandon,Garcia,Testing,33195.19,45.60332
5340,Adam,Hall,Testing,77047.07,64.14617
5341,Rebecca,Lester,Sales,25516,73.24257
5342,Brian,Mullins,Testing,56213.56,56.21890
5343,Patricia,Allen,IT,25104.99,55.50074
5344,David,Perez,HR,86275.15,58.34939
5345,David,Hunter,IT,30409.52,48.70057
5346,Carl,Hines,Sales,41813.29,58.58226
5347,Leah,Brandt,IT,88031.02,37.11458
5348,Isabella,Floyd,Sales,17441.68,46.49727
5349,Stephanie,Blake,IT,47622.45,55.18491
5350,Jonathan,Tucker,HR,84736.22,62.21656
5351,Nathan,Smith,Testing,84136.21,53.63874
5352,Shane,Diaz,Sales,13038.77,53.31946
5353,Lindsey,Robbins,Sales,4814.28,37.42899
5354,Joe,Vazquez,Research,3753.14,48.18191
5355,Brittany,Zamora,Sales,63766.99,41.99565
5356,Joseph,Hoover,Testing,22449.58,62.15856
5357,Mrs.,Annette,Sales,62184.51,35.46115
5358,Jennifer,Collins,IT,30262.27,44.39418
5359,Brett,Edwards,HR,74868.25,30.49227
5360,Sierra,Turner,HR,94014.21,62.00800
5361,Michele,Berg,HR,47369.36,77.78990
5362,Deborah,Richards,Testing,40027.82,28.20178
5363,William,Martinez,Research,52786.2,66.92161
5364,Theresa,Jefferson,Testing,17794.08,53.81573
5365,Elijah,Rodgers,HR,59313.95,51.46322
5366,Cassidy,Lam,Testing,41840.57,66.18103
5367,Holly,Stewart,IT,92822.68,75.24666
5368,Robert,Munoz,Research,49895.22,59.41877
5369,Jeffrey,Orozco,IT,8464.03,32.79458
5370,Donna,Williams,Testing,67077.11,35.71734
5371,Megan,Terrell,HR,14019.5,45.57934
5372,Carla,Navarro,IT,30003.03,40.08698
5373,Patricia,Holmes,Research,94899.35,38.61557
5374,Alisha,Garcia,Sales,26538.39,70.94522
5375,Regina,Clark,Sales,12258.18,43.00127
5376,Heather,Petersen,IT,42326.42,59.70711
5377,Brenda,Wu,Research,65638.14,55.57565
5378,Miss,Kathryn,Testing,80834.67,43.25026
5379,Kimberly,Taylor,HR,13190.1,45.60905
5380,Emma,Gonzalez,IT,23642.1,54.55466
5381,Robert,Downs,HR,59213.88,61.03048
5382,Anthony,Torres,Sales,9759.81,43.02218
5383,Melissa,Watson,Sales,46252.49,50.99154
5384,Jordan,Weaver,IT,8320.31,41.55317
5385,Valerie,Allen,Research,3220.19,49.19952
5386,Jacob,Le,IT,64340.79,55.61004
5387,Miranda,Hall,Sales,71343.55,56.12960
5388,Michael,Hall,Sales,82086.57,45.26401
5389,Kaitlyn,Harris,Research,2509.99,48.60208
5390,Michael,Day,Research,19315.86,60.68592
5391,Danny,Hernandez,HR,44238.19,51.25782
5392,Melinda,Spencer,Testing,12515.45,53.33673
5393,Jose,Parsons,Sales,32910.65,43.18622
5394,Lindsey,Vega,Testing,89959.07,37.60182
5395,Kim,Griffin,HR,84429.9,65.06716
5396,Steven,Hunter,Sales,43113.97,65.30734
5397,Angela,Stephens,IT,29586.36,66.07226
5398,Shaun,Johnson,Research,15228.14,54.50577
5399,William,Farrell,IT,15010.21,49.72044
5400,Lisa,Fields,HR,45537.77,41.37759
5401,Terry,Mathews,IT,36807.32,36.29475
5402,Christopher,Williams,Testing,66576.67,39.27806
5403,Isabel,Beard,HR,89894.52,63.29311
5404,Karen,Lyons,HR,21451.48,53.50728
5405,Miss,Diane,Research,97115.68,47.68048
5406,Brian,Goodwin,Testing,44891.28,54.12640
5407,Kenneth,Carson,Testing,89669.59,54.66518
5408,Heather,Roberts,IT,3951.09,50.84495
5409,James,Simpson,Testing,16644.99,50.32051
5410,Steven,Wyatt,Testing,6336.64,45.17375
5411,Douglas,Chapman,Sales,49268.12,48.59623
5412,Dennis,Curtis,Testing,70186.39,69.77671
5413,Nichole,Lang,HR,55453.02,55.82541
5414,Rachel,Charles,IT,74668.16,49.11520
5415,Kayla,Dean,Sales,53614.68,61.31761
5416,Mark,Gutierrez,IT,93929.39,49.91888
5417,Dennis,Paul,Sales,20776.82,51.07982
5418,Mrs.,Robin,Research,99452.75,55.60036
5419,Kevin,Wilson,Sales,70090.41,56.33325
5420,Jerry,Bradshaw,HR,92229.44,39.06182
5421,Joseph,Richards,Testing,89273.33,34.71902
5422,Justin,Soto,Sales,60147.69,55.61935
5423,John,Frey,HR,91579.46,57.32582
5424,Denise,Ramirez,Research,20840.46,58.90203
5425,Dennis,Lutz,IT,88196.73,58.29778
5426,Kathleen,Lewis,Research,21014.4,56.44276
5427,Mr.,Gregory,HR,38403.49,55.68056
5428,Katherine,Thompson,IT,61780.58,46.18534
5429,Nicole,Miller,IT,24724.64,45.67591
5430,Bailey,Henson,IT,40733.74,46.13324
5431,Alexa,Yoder,Research,1181.3,39.90046
5432,Mr.,Eric,Testing,27266.06,56.98605
5433,William,Collier,Sales,31140.55,51.34912
5434,Sharon,Huff,HR,1840.83,48.10386
5435,Tiffany,Sheppard,Sales,92390.2,32.08106
5436,Jennifer,Kane,Sales,96178,28.74918
5437,James,Jenkins,Research,44510.36,67.73025
5438,Kristen,Thomas,Testing,77735.15,58.57628
5439,Susan,Barnes,HR,90000.98,32.63137
5440,Melinda,Rodriguez,HR,33613.93,55.91544
5441,Eric,Bray,HR,28867.01,44.58019
5442,Misty,Martin,Research,29396.43,43.05125
5443,Joe,Schwartz,HR,75572.1,52.85420
5444,Kelly,Moore,Research,86986.18,57.33517
5445,Michael,Kennedy,Sales,98874.55,67.71776
5446,Alice,Ellis,IT,3251.3,59.18626
5447,Chris,Robinson,Research,42961.07,34.75962
5448,Jose,Allison,IT,24680.1,36.63624
5449,Ricky,Gibson,IT,24741.91,41.64886
5450,Caroline,Morgan,IT,58658.02,51.15630
5451,Michelle,Hatfield,IT,22444.37,55.39708
5452,Christopher,Carr,Testing,36736.29,58.14798
5453,Katrina,Kirby,IT,76955.53,40.49354
5454,Jessica,Bowen,Testing,20055.29,51.91178
5455,William,Arroyo,Sales,77214.58,60.57022
5456,Heather,Martinez,Sales,83412.89,44.98477
5457,Thomas,Logan,HR,66628.43,51.52879
5458,Andrew,Murray,Research,79618.21,58.28140
5459,Amanda,Ingram,Sales,60137.62,45.54911
5460,Richard,Perez,HR,96649.9,54.38798
5461,Nicole,Evans,Testing,29283.22,47.63653
5462,Kimberly,Lopez,HR,36458.44,46.65183
5463,Steven,Smith,Sales,36831.18,40.72155
5464,Carolyn,Daniels,Research,12696.61,52.85230
5465,William,Green,Research,28784.11,34.13233
5466,Robert,Patton,IT,74229.9,45.13660
5467,Cody,Hernandez,Sales,47363.34,62.97012
5468,Brian,Edwards,Research,34407.94,57.29816
5469,Benjamin,Jones,Testing,78768.5,57.70188
5470,Amber,Lopez,HR,47534.08,47.12043
5471,Kayla,Cummings,HR,94973.49,45.69396
5472,Jason,Lyons,Sales,57064.67,58.37692
5473,Rebecca,Clark,Research,63607.64,58.05664
5474,Taylor,Boyle,Testing,86840.72,66.86368
5475,Lisa,Mueller,Sales,28327.46,58.69137
5476,Whitney,Austin,HR,20932.45,40.91225
5477,Laura,Acosta,IT,37687.86,51.82912
5478,Mary,Smith,Testing,58498.27,40.78135
5479,Joseph,Chavez,Testing,94774.03,47.76428
5480,Faith,Baker,IT,5060.23,46.75687
5481,Charles,Sherman,Sales,61663.29,43.06034
5482,Marc,Henderson,Testing,61114.54,46.62710
5483,Jacob,Beasley,IT,58920.77,63.65324
5484,Joseph,Williams,Research,56199.48,56.67659
5485,Erin,Phillips,IT,44229.74,42.94621
5486,Robin,Davis,Testing,70889.85,59.86773
5487,Anthony,Bennett,HR,61662.75,58.17764
5488,Bradley,Strong,Research,27238.41,45.65682
5489,Cathy,Brown,Sales,42063.04,27.32762
5490,Clayton,Gonzalez,Research,79837.5,39.81429
5491,Steven,Serrano,Research,22141.22,62.28623
5492,Jessica,Barnett,HR,38463.23,58.21053
5493,Donna,Donovan,IT,12297.06,48.10779
5494,Christopher,Torres,HR,26470.01,50.54692
5495,Courtney,Schmidt,IT,95061.27,53.43534
5496,Rebecca,Alvarado,IT,9651.36,50.03703
5497,Zachary,Fields,Testing,19235.33,58.01508
5498,Stephen,Davis,Sales,46307.4,53.56533
5499,Brad,White,IT,14764.76,47.52300
5500,Michael,Ford,IT,86527.19,66.61677
5501,Carrie,Campbell,Research,87264.28,55.97794
5502,Courtney,Greer,IT,6421.42,49.14545
5503,Lori,Miranda,Sales,93332.97,45.20240
5504,Whitney,Jones,HR,1580.88,51.60763
5505,Jorge,Robertson,HR,28167.5,44.63146
5506,Sean,Lawson,IT,29794.1,44.28292
5507,William,Gonzales,IT,23500.19,58.09367
5508,Diane,Mccoy,Testing,68606.14,52.02987
5509,Alicia,Walker,IT,66333.72,51.17505
5510,Carla,Taylor,Testing,66774.58,60.01041
5511,Alexandra,Sexton,IT,39780.84,55.78732
5512,James,West,IT,67995.09,52.45572
5513,Anthony,King,IT,20395.4,57.94562
5514,Randall,Cooper,IT,59491.14,63.11798
5515,Randy,West,Testing,63698.08,44.40470
5516,Amber,Hardin,Testing,14934.43,68.49072
5517,Danielle,Briggs,HR,55992.64,43.64208
5518,Jay,Molina,Testing,26622.94,72.00444
5519,Donald,Fitzgerald,Testing,86110.36,59.20609
5520,Cole,Maynard,Sales,21610.89,40.82467
5521,Kristine,Johnson,Testing,98969.26,44.06718
5522,Walter,King,Testing,44971.05,39.38313
5523,Alan,Macias,IT,37110.75,52.41034
5524,Chad,Poole,IT,6005.88,44.74083
5525,Matthew,Garcia,Testing,70203.96,25.90112
5526,Hunter,Kane,IT,48133.14,42.83837
5527,Christine,Peters,Testing,1018.3,52.47070
5528,Derrick,Lee,Research,69950.88,42.28586
5529,James,Weaver,Research,78140.18,46.41572
5530,Robyn,Humphrey,IT,69239.73,47.01490
5531,Jessica,Young,HR,76137.14,62.59853
5532,Amber,Smith,IT,83471.77,42.21226
5533,Dawn,Fischer,IT,63481.08,48.73253
5534,Douglas,Barnes,HR,44835.17,48.94068
5535,Tanya,Smith,HR,88819.45,53.21959
5536,Barry,Sharp,HR,69879.3,33.05102
5537,Kimberly,Zhang,Testing,50752.71,56.90235
5538,Brian,Nichols,Testing,60668.79,57.18573
5539,Zachary,Rodriguez,Testing,46278.86,60.72314
5540,Alex,Gonzalez,Research,81727.68,52.63896
5541,Jennifer,Rose,HR,81520.69,65.71527
5542,Kimberly,Martinez,Testing,50899.76,46.30762
5543,Paul,Finley,Testing,62440.35,59.97343
5544,Mason,Bentley,Testing,1384.35,47.51027
5545,Eugene,Shaw,Sales,56927.4,46.30063
5546,Emily,Barnes,Research,4894.79,33.76324
5547,Justin,Carpenter,HR,23827.19,63.08814
5548,Tiffany,Coleman,Testing,22698.86,63.84628
5549,Mrs.,Gina,Testing,9325.88,53.98288
5550,Mark,Taylor,IT,29536.87,38.45523
5551,Michael,Chan,IT,59293.18,48.15189
5552,Katherine,Davis,Research,22350.89,46.96494
5553,Mr.,Jesse,Testing,67118.42,49.51601
5554,Bradley,Ramirez,Sales,48529.06,44.36056
5555,Tyrone,Cervantes,Sales,70664.06,56.89109
5556,Samuel,Guerra,Testing,26802.33,47.99617
5557,Amber,Todd,HR,69671.72,50.66293
5558,Tommy,Villanueva,IT,61249.45,55.36179
5559,Joann,Roberson,HR,13147.67,54.22670
5560,Lauren,Wood,IT,28242.33,40.50398
5561,Kirk,Gutierrez,HR,59784.29,33.97830
5562,Courtney,Lee,IT,2889.9,61.57935
5563,Anne,Thompson,Testing,28476.2,43.30917
5564,Dylan,Gordon,IT,24699.38,59.09363
5565,Bryan,Robinson,Research,5112.1,38.94741
5566,Michael,Guzman,Testing,66027.91,53.21394
5567,Cathy,Rose,Sales,87043.41,36.73786
5568,Joshua,Dixon,HR,3158.43,43.02610
5569,Kathryn,Sanders,Research,54376.39,42.91916
5570,Earl,Smith,Sales,37904.68,52.02251
5571,Edward,Johnson,Sales,9481.1,44.92442
5572,Dawn,Harvey,Research,47266.1,65.81462
5573,Justin,Jordan,IT,70452.06,51.05096
5574,Curtis,Vargas,IT,45760.18,61.51935
5575,Bethany,Rivera,Sales,7114.88,29.12975
5576,Nathan,Erickson,Research,54761.17,50.90897
5577,Donna,Gonzales,IT,71200.82,64.46522
5578,Nathan,Carpenter,Research,9369.85,37.11746
5579,Thomas,Reyes,Sales,66260.31,64.41964
5580,Phyllis,Wilson,Testing,79077.19,52.52848
5581,Michelle,Rodriguez,Research,49826.36,46.51492
5582,Lisa,Browning,IT,52381.23,50.52270
5583,Ms.,Mary,Sales,63099.18,28.59825
5584,Jennifer,Elliott,HR,14268.75,53.47623
5585,Vincent,May,Research,41720.14,46.44056
5586,Jessica,Greer,Research,71773.44,51.18637
5587,Jordan,Thompson,HR,75026.3,51.81939
5588,Brandon,Jones,IT,89073.31,49.95456
5589,Carlos,Lopez,Testing,74853.43,69.49684
5590,James,Ford,Research,10073.9,50.20057
5591,Paul,Bell,Research,38804.45,49.13234
5592,April,Riley,Sales,75874.27,42.03777
5593,Leslie,Joseph,Sales,60266.93,57.69757
5594,Tonya,Arroyo,Testing,28619.53,47.02014
5595,Douglas,Perry,IT,80695.55,64.46286
5596,John,Conley,IT,87605.56,56.92838
5597,Samantha,Crosby,Sales,9961.83,53.39647
5598,Mrs.,Sarah,Sales,74663.16,39.00966
5599,Daniel,Valentine,IT,13186.81,42.93930
5600,Anna,Norris,Sales,4833.57,27.47863
5601,Alyssa,Gibbs,Research,15486.44,60.84940
5602,Bethany,Rose,HR,51681.22,30.62162
5603,Kenneth,Ross,IT,24124.83,51.38700
5604,John,Carr,HR,72392.02,58.75422
5605,Miguel,Bennett,IT,11952.18,63.67410
5606,John,Salas,IT,55827.95,38.66459
5607,Anne,Chen,HR,56018.1,55.77598
5608,Joseph,Wilkinson,HR,61858.24,63.27888
5609,Angela,Larson,HR,78538.81,48.63992
5610,Mary,Miller,IT,97324.48,52.47614
5611,Brittany,Brock,Testing,76799.4,68.07123
5612,Kristin,Price,HR,49284.57,47.67604
5613,Lisa,Thompson,Sales,6956.1,48.82985
5614,Omar,Hawkins,IT,2118.29,45.32021
5615,Jasmine,Patrick,Testing,6216.9,34.82487
5616,Amanda,Smith,IT,84704.34,48.09581
5617,Michael,Holland,Sales,53583.62,38.64772
5618,Tara,Walters,Testing,46892.55,46.20876
5619,Katelyn,Harris,Sales,70256.83,41.50097
5620,Carlos,Barnes,Testing,48125.04,54.37495
5621,Tonya,Cox,Research,77838.22,41.90098
5622,Timothy,Reyes,IT,7854.2,51.28171
5623,Laura,Hays,Research,78879.13,51.18621
5624,Nathan,Ramirez,HR,49466.47,60.41322
5625,Patrick,Sullivan,IT,20996.66,59.09361
5626,Marissa,Thompson,HR,62343.54,62.55617
5627,Brittany,Randolph,HR,35496.02,55.83824
5628,Jeremy,Harris,IT,61092.98,71.14132
5629,Michael,White,Testing,21480.38,63.05143
5630,Jamie,Elliott,Testing,46710.93,51.01754
5631,Tammy,Mann,Testing,67593.5,58.77044
5632,Robert,Brennan,Research,70694.75,49.36148
5633,Stephanie,Watts,IT,10799.07,66.15653
5634,Troy,Chavez,HR,60904.87,48.58346
5635,Kyle,Henderson,Sales,89247.6,37.11249
5636,Robert,Austin,IT,19791.37,54.92446
5637,Sabrina,Hopkins,HR,75546.12,36.91439
5638,Michael,Johnson,Research,90648.32,54.14491
5639,Terry,Acosta,HR,86344.26,47.67387
5640,Elizabeth,Ewing,Sales,82499.04,53.03868
5641,Rebecca,Franklin,IT,65911.55,40.00220
5642,Lindsey,Ponce,Testing,31352.27,40.68211
5643,Stacy,Sullivan,Testing,38459.87,61.09460
5644,Spencer,Cameron,IT,90640.04,49.41850
5645,Brian,Acosta,Testing,99993.98,50.40384
5646,Francisco,Logan,Sales,53958.68,48.95364
5647,Steven,Anderson,HR,70363.57,51.80476
5648,Jacqueline,Butler,HR,19009.56,58.31635
5649,Mary,Kirk,Sales,53574.39,62.97378
5650,Steven,Gibson,Testing,78777.76,47.94826
5651,Melissa,Johnson,Research,45940.33,38.75712
5652,Meghan,King,HR,44386.7,47.21968
5653,Darlene,Massey,Research,22536.08,67.83167
5654,Jason,Williams,Sales,96690.58,57.80501
5655,Mark,Cox,HR,38933.58,40.96099
5656,Jill,Wilkerson,Testing,93972.94,42.57065
5657,Anthony,Davis,Research,53612.29,33.05183
5658,John,Lara,Sales,81616.38,44.78722
5659,Kristin,Johnson,Testing,21271.21,43.65457
5660,Robin,Esparza,Sales,97944.64,45.61034
5661,Chad,Steele,Sales,92843.05,52.25282
5662,Ryan,Briggs,IT,54664.02,64.19198
5663,Henry,Davis,HR,3794.88,57.50509
5664,Amanda,Ellis,Research,96388.98,57.45341
5665,Erica,Lee,Research,65399.03,53.58722
5666,Jon,Bryan,Sales,5289.38,40.06085
5667,Michael,Powell,IT,19759.44,40.47363
5668,Amber,Phillips,Sales,28158.14,63.03950
5669,John,Brown,Research,54377.51,48.71472
5670,Joseph,Dodson,HR,78209.72,44.41727
5671,William,Walker,HR,49170.28,47.12580
5672,Terry,House,HR,95307.81,43.06311
5673,Charles,Reeves,Testing,59922.79,57.25985
5674,Chad,Lowery,HR,12636.22,56.32221
5675,Shane,Aguilar,Testing,33095.04,56.52459
5676,Amy,Riley,Research,61264.68,47.90863
5677,Kristin,Oconnor,IT,68266.51,64.01377
5678,Jimmy,Stuart,Testing,47875.62,41.66032
5679,Christopher,Decker,Testing,25831.84,77.52780
5680,Jon,Friedman,Testing,79491.91,47.77688
5681,Robert,Myers,HR,94851.87,56.60555
5682,Deborah,Larson,IT,69873.64,53.27612
5683,Robert,Forbes,Testing,13184.7,28.78259
5684,Billy,Richardson,Sales,87478.45,37.80083
5685,Robert,Walker,IT,20459.94,64.20370
5686,Melinda,Horn,Testing,92551.96,44.88232
5687,Hayden,Carlson,Research,9249.26,40.93814
5688,Stephanie,Duarte,Research,81176.87,34.08556
5689,Allen,Malone,Sales,43446.56,40.60722
5690,Jon,Gallegos,Testing,10200.08,59.03464
5691,Christopher,Mcdonald,Research,31508.65,43.50879
5692,Mary,Avila,IT,93168.02,40.75835
5693,Kristen,West,Sales,77197.21,35.35791
5694,Andrea,Morales,Sales,33715.62,29.88108
5695,Anthony,Williams,Research,10878.82,45.90962
5696,Mike,Williams,Research,68533.18,51.30946
5697,Sherri,Armstrong,Research,41056.19,55.85640
5698,Carla,Ware,HR,33496.51,62.13445
5699,Erin,Jones,Sales,34915.95,42.76845
5700,Alan,Ramirez,Sales,46522.75,51.23792
5701,Kristen,Bennett,Research,87436.96,47.87958
5702,Jennifer,Dunlap,Sales,74118.02,48.93935
5703,Carol,Cooper,Sales,69667.41,59.68572
5704,Colin,Molina,Sales,88602.5,41.19362
5705,Craig,Hernandez,HR,14026.74,56.82077
5706,Jane,Herrera,HR,36021.33,45.96634
5707,Tina,Moore,Testing,43480.49,44.68216
5708,Kelly,Trujillo,IT,27003.49,48.27072
5709,Karen,Moore,Sales,18979.16,50.89179
5710,Mrs.,Jessica,Research,62478.4,57.52016
5711,Catherine,Wilkinson,IT,12135.38,38.26212
5712,Jerry,Carpenter,IT,7212.28,60.61019
5713,Thomas,Johnson,Research,68182.36,51.00252
5714,Jeremy,Curry,HR,57796.95,41.83815
5715,Karen,Owens,Sales,67546.39,34.00386
5716,Kimberly,Williams,IT,40967.87,45.87412
5717,Lisa,Terrell,Testing,79082.46,53.12096
5718,Charles,Fernandez,Testing,4659.6,66.97072
